"FreeAgent","Software as a Service","Yes","Yes","Yes","Freelancers and Microbusiness","Double-entry bookkeeping system, Small Business Accounting, time tracking, project management, invoicing, expense management, bank feeds, payroll, stock, HMRC tax filing","Web based"
"FreshBooks","Software as a Service","Yes","Yes","Yes","Small Businesses (Small Businesses)","Cloud accounting specialist for small business owners.","Web based"
"Gem Accounts","Software as a Service","Yes","Yes","Yes","Low to Mid-Market","General ledger, Chart of accounts, accounts receivable, accounts payable, Double-entry bookkeeping system, Small Business Accounting, Mid-Market Enterprise Accounting, Multi-currency, Multi-language, Multi-user, business reporting, management reporting, Inventory Control, Service/Project Tracking & Billing, Payroll, Open Data and Backup Exports.","Web based"
"iBank","Proprietary","No","Yes","No","Personal","?","Stand alone and Mobile"
"Intacct","Software as a Service","Yes","Yes","Yes","Mid Market","Custom Reporting, Double-entry bookkeeping system, Employee Expenses, ERP, Inventory Control, Order Entry/Tracking, Payroll, E-commerce, POS, Revenue Recognition, VSOE","Web based"
"invoiceit","Proprietary","Yes","No","No","Low to Mid Market","Small Business Accounting, single entry, accounts receivable, accounts payable, Contact Management System, Inventory Management, Purchasing, Quotations, Invoices, Scheduler, Marketing","Stand-alone"
"KashFlow","Software as a Service","Yes","Yes","Yes","Low to Mid-Market","Accounts receivable, accounts payable, Double-entry bookkeeping system, Small Business Accounting, Multi-currency, standard business reporting, management reporting, fixed asset depreciation, inventory items","Web based"
"Kashoo","Software as a Service","Yes","Yes","Yes","(Small Businesses)","Small Business Accounting, Double-entry bookkeeping system","Web based"
"Microsoft Dynamics AX","Proprietary","Yes","No","No","Midsize to High-end Enterprises","ERP, CRM, Intercompany, Multicurrency, Manufacturing, SCM, e-commerce, Business Intelligence","Multi-User/Location, Terminal Server"
"Microsoft Dynamics C5","Proprietary","Yes","No","No","Small Business","Multicurrency, Fixed Assets, Double-entry bookkeeping system, General Ledger, Accounts Receivable, Accounts Payable, Reporting & Analysis Services","Multi-User, Remote Access, Web Access, Mobile Access, Cloud Hostable"
"Microsoft Dynamics GP","Proprietary","Yes","No","No","Small & Midsize Enterprises (SME)","ERP, SCM, manufacturing, Cost Accounting, Double-entry bookkeeping system, project accounting, Payroll, general ledger, Analytic, accounts receivable, accounts payable","Multi-User/Location, Terminal Server, Remote Access, Web Access, Mobile Access, Cloud Hostable"
"Microsoft Dynamics NAV","Proprietary","Yes","No","No","Small & Midsize Enterprises (SME)","ERP, CRM, Intercompany, Multicurrency, SCM, Manufacturing, Cost Accounting, Double-entry bookkeeping system, Project Accounting, Payroll, general ledger, Accounts Receivable, Accounts Payable, Reporting & Analysis Services","Multi-User/Location, Terminal Server, Remote Access, Web Access, Mobile Access, Cloud Hostable"
"Microsoft Dynamics SL","Proprietary","Yes","No","No","Small & Midsize Enterprises (SME)","Project Management, Project Accounting, Reporting & Analysis Services","Multi-User/Location, Terminal Server, Web Access"
"Microsoft Money","Proprietary","Yes","No","No","Personal","Product is Discontinued","Stand alone"
"Microsoft Office Accounting","Proprietary and freeware","Yes","No","No","Low Market","Product is Discontinued","Stand alone"
"Mint.com","Software as a Service","Yes","Yes","Yes","Personal","Account aggregation","Web based"
"Moneydance","Proprietary","Yes","Yes","Yes","Personal","Double-entry bookkeeping system, multi-currency","Stand alone"
"MoneyWiz","Proprietary","No","Yes","No","Personal","Personal Accounting, Cash Management, Budgets Management, Bills Management","Stand alone and Mobile"
"MYOB AccountRight","Proprietary","Yes","Yes","No","Low to High End Market","Small business and commercial accounting. Payroll and POS","Stand alone"
"MYOB EXO Business","Proprietary","Yes","No","No","Mid to High End Market","Larger, more complex businesses. Fully customised ERP with Accounting/General ledger,  CRM,  Job & Project Costing, POS, Asset Management and Intercompany Reporting. Integrated Payroll & HR available through MYOB EXO Employer Services","Stand alone, multi-user/location, terminal server, remote access"
"NetSuite","Software as a Service","Yes","Yes","Yes","Mid Market","CRM, ERP, E-commerce","Web based"
"NewViews","Proprietary","Yes","No","No","Low to Mid Market","Real-time, E-commerce, Integrated, Multi-user, Payroll, general ledger, AR, AP, Multi-Currency, Small Business Accounting, Inventory Control, Order Entry, Job Costing","Stand alone  and/or  Web Access"
"NolaPro","Software as a Service and freeware","Yes","Yes","Yes","Low to High End Market","Double-entry bookkeeping system, Small Business Accounting, Inventory Control, Order Entry/Tracking, Payroll, ERP, E-commerce, POS","Stand alone and Web based"
"NOSA XP","Proprietary","Yes","No","No","Private Enterprises, Public Sectors and Accounting Firms","AR, AP, GL, Double-entry bookkeeping system, Sales and Contracts, Inventory Control, Order Entry/Tracking, Job Costing, Integrated, Inter-Company, Multi-Currency, Multi-Language.","Stand alone and/or Web based"
"Open Systems Accounting Software","Proprietary","Yes","Yes","Yes","Low to Mid Market","ERP, SCM, E-commerce, Reporting & Business Intelligence","Stand Alone"
"Openda QX","Proprietary","Yes (client)","No","Yes (Linux server)","Low to Mid Market","CRM, ERP","Windows remote connect client"
"Oracle E-Business Suite","Proprietary","Yes","Yes","Yes","High Market","ERP","Web based"
"Outright","Software as a service and freeware","Yes","Yes","Yes","Entrepreneurs, freelancers, Contractors, Consultants, Small businesses - Low Market","Bookkeeping, Taxes, E-commerce, Reporting & Business Intelligence","Web based"
"Passport Software","Proprietary","Yes","No","Yes","Mid to Low-Market","General ledger, accounts receivable, Accounts payable, ERP","Stand alone"
"POS solutions","Proprietary","Yes","No","No","Newsagency pharmacy","POS","Stand alone"
"QuickBooks Enterprise Solutions","Proprietary","Yes","Yes","No","Mid Market","Business management, Payroll","Stand alone"
"QuickBooks Online","Proprietary","Yes","Yes","Yes","Low Market","Accounts receivable, accounts payable, Double-entry accounting, Small Business Accounting, Multi-currency in Global versions, automatic bank feeds and downloads, standard business reporting, management reporting, Payroll, incorporated credit card and bank-to-bank Payments, inventory items, expense management","Web Based"
"QuickBooks Pro/Premier","Proprietary","Yes","Yes","No","Low to Mid Market","Accounts receivable, accounts payable, Double-entry accounting, Small Business Accounting, Multi-currency in Global versions, automatic bank feeds and downloads, standard business reporting, management reporting, Payroll, incorporated credit card and bank-to-bank Payments, inventory items, expense management, fixed asset depreciation","Stand alone"
"Quicken","Proprietary","Yes","Yes","No","Personal","Personal Cash Management, Investment Management","Stand alone"
"Red Wing Software","Proprietary","Yes","No","No","Low to Mid-Market","Payroll, general ledger, accounts receivable, accounts payable, Double-entry bookkeeping system, Fund accounting, Inventory Management, Procurement, Order Entry/Tracking, Small Business Accounting","Stand alone"
"Saasu","Software as a Service","Yes","Yes","Yes","Low to Mid-Market. Small & Midsize Enterprises (SME)","Accounts receivable, accounts payable, Double-entry bookkeeping system, Small Business Accounting, Multi-currency, automatic bank feeds, standard business reporting, management reporting, fixed asset depreciation, payroll, inventory items, expenses management","Web based"
"Sage Group","Proprietary","Yes","No","No","Accounting Firms","CRM, payroll","Stand alone"
"Sage 50 Accounting","Proprietary","Yes","No","No","Low-end to High end","Business management.","Stand alone"
"Sage 300 ERP","Proprietary","Yes","Yes","Yes","Mid-Market","ERP, Multicurrency, Intercompany, Reporting & Analysis services,  Project & Job costing, general ledger, accounts receivable, accounts payable, Inventory control","Stand Alone and Web based"
"Sage Line 50","Proprietary","Yes","No","No","Low-market (for SME)","?","Stand alone"
"Sage Pastel Evolution","Proprietary","Yes","No","No","Small, Medium to Mid-size Enterprises (SME)","Financials, Inventory, Manufacturing, Job Costing, POS, Procurement, CRM, Business Intelligence, Payroll, HR","Stand alone"
"Sage PFW ERP","Proprietary","Yes","No","Yes","Mid-market","ERP, Process manufacturing","Stand alone"
"SAP Business ByDesign","Proprietary","Yes","No","No","Small & Midsize Enterprises (SME)","ERP, e-commerce","Web based"
"SAP Business One","Proprietary","Yes","No","No","Small & Midsize Enterprises (SME)","ERP, e-commerce","Stand alone"
"SAP ERP","Proprietary","Yes","Yes","Yes","Midsize to High-end","ERP, CRM, SCM, SRM, PLM, Global Trade Services (GTS), e-commerce, Business Intelligence, Mobile Business","Stand alone and Web based"
"Simply Accounting","Proprietary","Yes","No","Yes","Low-end","Business Accounting, Retail, Inventory Control","Stand alone"
"Softline Pastel","Proprietary and Software as a service","Yes","Yes","No","Low-end to High End Markets","Accounting, ERP, CRM, Financials, Business Intelligence, POS,Small business accounting,Mid-sized enterprise accounting,Large enterprise accounting, Payroll, HR","Stand alone"
"Tally","Proprietary","Yes","No","No","Mid-market","Business Accounting, Inventory Management,Taxation, Payroll,Remote Access","Stand alone"
"TRAVERSE","Proprietary","Yes","No","No","Low to Mid Market","ERP, CRM, SCM, Intercompany, Multicurrency, Manufacturing, Distribution, E-commerce, Mobile Business Solutions, Reporting & Business Intelligence","Stand Alone"
"Wave Accounting","Software as a Service","Yes","Yes","Yes","Entrepreneurs, freelancers, contractors, consultants, small businesses – Low Market)","Accounts receivable, accounts payable, Double-entry bookkeeping system, Small Business Accounting, Multi-currency, automatic bank feeds, small business reporting,  payroll integration","Web based"
"Xero","Software as a Service","Yes","Yes","Yes","Low to Mid-Market. Small & Midsize Enterprises (SME)","Accounts receivable, accounts payable, Double-entry bookkeeping system, Small Business Accounting, Multi-currency, automatic bank feeds, standard business reporting, management reporting, fixed asset depreciation, payroll, inventory items, expenses management","Web based"
"You Need a Budget","Proprietary","Yes","Yes","No","Personal","Personal spending management, with an emphasis on budgeting","Stand alone"
"Package","Licence","Windows","OS X","Linux","Market focus","Type","Structure"
"Package","Programming Language","First public release date (YYYY-MM-DD)","Latest stable release","Stable release date (YYYY-MM-DD)","Development Status","Database","Supported languages"
"Adempiere","J2EE, JBoss","2006-10-12","3.6.0LTS","2010-06-14","5 - Production / Stable","Oracle, PostgreSQL","+10: English, Spanish, French, ..."
"Apache OFBiz","Java","?","12.04.03","2014-06-18","5 - Production / Stable","any","Multilingual"
"CGram Software","C, Java","1982","5.0.0","2009-08-01","5 - Production / Stable","PostgreSQL","English"
"Compiere","J2EE, JBoss","2001-06-08","3.2.0s","2008-10-01","5 - Production / Stable","Oracle, Advance Server, MS SQL, PostgreSQL","+10: English, Germany, Spanish, French, Indonesia,..."
"Frontaccounting","PHP","","2.3.15","2013-02-01","5 - Production / Stable","MySQL","26 languages"
"GnuCash","C 80%, Scheme / Lisp 13%, Perl 7%?","1999-11-08 - Registered","2.6.5","2014-12-16","5 - Production / Stable","XML (Compressed), SQLite3, MySQL, PostgreSQL","software: 33 languages; website: 8 languages"
"GNU Enterprise","Python 100%","2002-06-28","1.4","2008-11-19","5 - Production / Stable","PostgreSQL 8.1+","2: English, German,"
"Grisbi","C","","1.0.0","2014-03-17","5 - Production / Stable","","German, Spanish, French, Italian, Dutch, Polish, Portuguese, Romanian, Russian, Chinese, Hebrew, Bulgarian."
"HomeBank","C","1998-01-02","4.5.4","2013-09-29","5 - Production / Stable","XML file","35: English, Spanish, French, Russian, Greek, Hebrew, ..."
"IntarS","Objective-C","1999","6.1","2012-09-11","5 - Production / Stable","?","German"
"JFire","J2EE, JBoss, Eclipse RCP, JDO","?","1.0.1","2010-03-20","?","MS SQL, Derby, ...","English, German, Thai, ..."
"JGnash","Java","2003-01-01","2.12.0","2013-03-03","5 - Production / Stable","XML, db4o","English"
"KMyMoney","C++","2000-04-15 - Registered","4.7.1","2014-11-01","5 - Production / Stable","XML file","19: English, Spanish, German,  Catalan, Czech, French, Galician, Italian, Dutch, Polish, Portuguese, Russian, Chinese, ..."
"LedgerSMB","Perl","2006-09-06","1.3.24","2012-09-21","5 - Production / Stable","PostgreSQL 8.3+","+40:English development, Multilingual (.po files Gettext#Translating )"
"NewViews","C++, Tcl/Tk","1985","2.27.3","2014-6-24","5 - Production / Stable","Proprietary, Object Oriented","English"
"Openbravo","J2EE, JBoss","2006","3.0","2013-01-31","5 - Production / Stable","Oracle, PostgreSQL","English, German, Spanish (Spain), Spanish (Mexico), French, Italian, Dutch, Polish, Portuguese, Romanian, Russian, Chinese, Hebrew, Bulgarian, etc."
"Odoo","Python, XML, Javascript","?","7.0","2012-12-22","5 - Production / Stable","PostgreSQL (any through SQLAlchemy in SAServer branch)","+10"
"SQL-Ledger","Perl","?","3.0.2","2012-04-15","?","PostgreSQL","30: English, ..."
"Tryton","Python","2008-11-17","3.0","2013-10-21","5 - Production / Stable","PostgreSQL, MySQL, SQLite","English, Bulgarian, Catalan, Czech, Dutch, French, German, Italian, Russian, Slovene, Spanish"
"webERP","PHP","2003-01","4.07.10","2012-06-04","5 - Production / Stable","mySQL - innodb","Multilingual"
