"C#","","","","","","",""
"Java","","","","","","",""
"JavaScript","","","","","","",""
"D","","","","","","",""
"Objective-C (Cocoa)","","","","","","","pointer to object can be converted into an integer ID"
"Swift","","","","","","",""
"Smalltalk","","","","","","",""
"Python","","","","","","",""
"Visual Basic .NET","","","","","","",""
"Eiffel","","","","","When x is , one can simply do","When x is , one can use","When x is , one can use"
"PHP","","","","","","",""
"Perl","","","","","","",""
"Perl 6","","","","","","",""
"Ruby","","","","","","",""
"Windows PowerShell","","","","","","",""
"OCaml","","","","","","",""
"F#","","","","","","",""
"COBOL","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"","Get object type","Is instance of (includes subtypes)","Upcasting","Downcasting","Downcasting"
"","Get object type","Is instance of (includes subtypes)","Upcasting","Runtime check","No check"
"ABAP Objects","N/A","N/A","=","?=","/!\ This cell is not defined /!\"
"C++ (STL)","","","N/A","",""
"C#","","","N/A","",""
"D","","","N/A","",""
"Delphi","","","N/A","",""
"Java","","","N/A","",""
"Objective-C (Cocoa)","","","","","/!\ This cell is not defined /!\"
"Swift","","","","","/!\ This cell is not defined /!\"
"JavaScript","","","N/A","N/A","N/A"
"Visual Basic .NET","","","N/A","",""
"Xojo","","","N/A","","N/A"
"Eiffel","","","","","/!\ This cell is not defined /!\"
"Python","","","N/A","N/A","N/A"
"PHP","","","N/A","N/A","N/A"
"Perl","","","N/A","N/A","N/A"
"Perl 6","","","N/A","",""
"Ruby","","","N/A","N/A","N/A"
"Smalltalk","","","N/A","N/A","N/A"
"Windows PowerShell","","","N/A","",""
"OCaml","N/A","N/A","","N/A","N/A"
"F#","","","","",""
"COBOL","N/A","N/A","","N/A","N/A"
"","Import namespace","Import namespace","Import item"
"","qualified","unqualified","Import item"
"ABAP Objects","","",""
"C++ (STL)","","",""
"C#","","",""
"D","","",""
"Java","","",""
"Objective-C","","",""
"Visual Basic .NET","","",""
"Eiffel","","",""
"Python","","",""
"PHP","","",""
"Perl","","",""
"Perl 6","","",""
"Ruby","","",""
"Windows PowerShell","","",""
"OCaml","","",""
"F#","","",""
"COBOL","N/A","N/A","N/A"
"","Precondition","Postcondition","Check","Invariant","Loop"
"ABAP Objects","N/A","N/A","N/A","N/A","N/A"
"C++ (STL)","N/A","N/A","N/A","N/A","N/A"
"C#","","","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Java","N/A","N/A","N/A","N/A","N/A"
"Objective-C","N/A","N/A","N/A","N/A","N/A"
"Visual Basic .NET","N/A","N/A","N/A","N/A","N/A"
"D","","","","",""
"Eiffel","","","","",""
"Python","N/A","N/A","N/A","N/A","N/A"
"PHP","N/A","N/A","N/A","N/A","N/A"
"Perl","N/A","N/A","N/A","N/A","N/A"
"Perl 6","","","","",""
"Ruby","N/A","N/A","N/A","N/A","N/A"
"Windows PowerShell","N/A","N/A","N/A","N/A","N/A"
"OCaml","N/A","N/A","N/A","N/A","N/A"
"F#","N/A","N/A","N/A","N/A","N/A"
"COBOL","N/A","N/A","N/A","N/A","N/A"
