"","Proprietary software","Free and open-source software","Artweaver
"GIMPshop","Yes","Yes","Yes","Yes","Yes","No","No"
"GNOME Paint","No","No","Yes","Yes","No","No","No"
"GNU Paint","No","No","Yes","Yes","No","No","No"
"GrafX2","Yes","Yes","Yes","Yes","Yes","Yes","No"
"GraphicConverter","No","Yes","No","No","No","No","No"
"GraphicsMagick","Yes","Yes","Yes","Yes","No","No","No"
"gThumb","No","No","Yes","Yes","No","No","No"
"HDR PhotoStudio","Yes","Yes","No","No","No","No","No"
"Helicon Filter","Yes","No","No","No","No","No","No"
"ImageJ","Yes","Yes","Yes","Yes","No","No","No"
"ImageMagick","Yes","Yes","Yes","Yes","No","No","No"
"iPhoto","No","Yes","No","No","No","No","No"
"IrfanView","Yes","No","No","No","No","No","No"
"Kolourpaint","Yes","No","Yes","Yes","Yes","No","No"
"Krita","Yes","No","Yes","Yes","Yes","No","No"
"LazPaint","Yes","Partial","Yes","No","No","No","No"
"LEADTOOLS Image Processor","Yes","No","No","No","No","No","No"
"MacPaint","No","No","No","No","No","No","Mac OS"
"Adobe Fireworks","Yes","Yes","No","No","No","No","No"
"Microsoft Office Picture Manager","Yes","Yes","No","No","No","No","No"
"Microsoft Paint","Yes","No","No","No","No","No","No"
"Microsoft Photo Editor","Yes","No","No","No","No","No","No"
"Mootif","Yes","Yes","Yes","Yes","Yes","No","No"
"MyPaint","Yes","Yes","Yes","Yes","Yes","No","No"
"OpenCanvas","Yes","No","No","No","No","No","No"
"Paint.NET","Yes","No","Partial","No","No","No","No"
"PC Paintbrush","No","No","No","No","No","No","DOS"
"Pencil (software)","Yes","Yes","Yes","Yes","No","No","No"
"Phatch","Yes","Yes","Yes","Yes","No","No","No"
"Photofinish","Yes","No","No","No","No","No","No"
"Photogenics","Yes","No","Yes","No","No","Up to version 5","Pocket PC"
"PhotoLine","Yes","Yes","No","No","No","No","No"
"PhotoPerfect","Yes","No","No","No","No","No","No"
"Photo Raster","Yes","Yes","Yes","Yes","Yes","No","No"
"Picasa","Yes","Yes","Up to version 3.0","No","No","No","No"
"PicMaster","Yes","No","No","No","No","No","No"
"Pinta","Yes","Yes","Yes","Yes","Yes","No","No"
"PixBuilder Photo Editor","Yes","No","No","No","No","No","No"
"Pixel image editor","Yes","Yes","Yes","Yes","Yes","MorphOS","OS/2, MorphOS, BeOS, SkyOS, QNX, DOS"
"Pixelmator","No","Yes","No","No","No","No","No"
"Pixen","No","Yes","No","No","No","No","No"
"Pixia","Yes","No","No","No","No","No","No"
"Project Dogwaffle","Yes","No","No","No","No","No","No"
"QFX","Yes","No","No","No","No","No","DOS 3.3 and up"
"Rawstudio","No","Yes","Yes","Yes","No","No","No"
"RawTherapee","Yes","Yes","Yes","No","No","No","No"
"Seashore","No","Yes","No","No","No","No","No"
"Serif PhotoPlus","Yes","No","No","No","No","No","No"
"Shotwell","No","No","Yes","Yes","No","No","No"
"Tux Paint","Yes","Yes","Yes","Yes","Yes","No","No"
"TVPaint","Yes","Yes","Yes","No","No","Up to version 3.59","No"
"TwistedBrush Pro Studio","Yes","No","No","No","No","No","No"
"UFRaw","Yes","Yes","Yes","Yes","No","No","No"
"Ulead PhotoImpact","Yes","No","No","No","No","No","No"
"Ultimate Paint","Yes","No","No","No","No","No","No"
"WinImages","Yes","No","No","No","No","No","No"
"Xara Photo & Graphic Designer","Yes","No","No","No","No","No","No"
"XnView","Yes","Yes","Yes","No","No","No","varying"
"XPaint","No","Yes","Yes","Yes","Yes","No","IBM AIX"
"Zoner Photo Studio","Yes","No","No","No","No","No","No"
"","Windows","OS X","Linux","BSD","Unix","AmigaOS","Other"
"","Selection editing","Layers","Histogram","Scripting","HDR","Retouching","Resizing","Noise removal","Lens correction","Sized Printing","Sharpening","Color correction","Image library","Plug-in support","Non-destructive editing"
"Ability Photopaint","Yes","Yes","Yes","Yes","No","?","Yes","?","?","?","?","?","?","?","?"
"ACD Canvas","Yes","Yes","Yes","Yes","No","?","?","?","?","?","?","?","?","?","?"
"Adobe Photoshop","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes (Through Mini Bridge)","Yes","No"
"Adobe Photoshop Lightroom","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Aperture","Yes","Partial","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Autodesk SketchBook Pro","Yes","Yes","No","No","No","?","?","?","?","?","Yes","?","?","?","?"
"ArtRage","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","?","?","?"
"Artweaver","Yes","Yes","No","Via plug-in","No","Yes","Yes","Yes","?","?","Yes","Yes","No","Yes","?"
"Bibble","Partial","Partial","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","?"
"Brush Strokes Image Editor","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","?"
"Chasys Draw IES","Yes","Yes","Yes","Partial","Partial","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","?"
"CinePaint","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","?"
"CodedColor PhotoStudio Pro","Yes","Yes","Yes","No","?","?","?","?","?","?","?","?","?","?","?"
"Corel Paint Shop Pro","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","?"
"Corel Painter","Yes","Yes","No","Yes","No","Yes","Yes","Yes","?","?","Yes","Yes","?","Yes","?"
"Corel Photo-Paint","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","?"
"Cosmigo Pro Motion","Yes","No","No","No","No","Partial","Yes","No","No","?","?","?","?","?","?"
"darktable","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes"
"Deluxe Paint","No","Partial","Partial","Yes","No","Yes","Yes","No","No","?","No","No","?","No","?"
"DigiKam","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Erdas Imagine","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","?"
"Fatpaint","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","?"
"Fotografix","Yes","Yes","No","Partial","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","?"
"GIMP","Yes","Yes","Yes","Yes","Via plug-in","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No"
"GIMPshop","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","?"
"GraphicConverter","Yes","Partial","Yes","Yes","No","Yes","Yes","Yes","Via plug-in","Yes","Yes","Yes","Yes","Yes","?"
"HDR PhotoStudio","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","?"
"Helicon Filter","Partial","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","?"
"iPhoto","No","No","Yes","Partial","No","Yes","Partial","Yes","Partial","Yes","Yes","Yes","Yes","Yes","Yes"
"IrfanView","Yes","No","Yes","No","No","Via plug-in","Yes","No","No","?","Yes","Yes","?","Yes","?"
"Kolourpaint","Yes","No","No","No","No","?","?","?","?","?","?","?","?","?","?"
"Krita","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No"
"LEADTOOLS Image Processor","No","No","No","No","?","No","No","Yes","No","No","Yes","Yes","?","?","?"
"MacPaint","Yes","No","No","No","No","?","?","?","?","?","?","?","?","?","?"
"Adobe Fireworks","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","?"
"Microsoft Office Picture Manager","Partial","No","No","No","No","No","Yes","No","No","Yes","No","?","No","No","?"
"Microsoft Paint","No","No","No","No","No","Partial","Yes","No","No","No","No","No","No","No","No"
"Microsoft Photo Editor","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","?"
"Mootif","Partial","Yes","No","No","No","Yes","No","No","Partial","No","No","?","No","No","?"
"OpenCanvas","Yes","Yes","Yes","No","?","Yes","Yes","No","No","Yes","Yes","Yes","No","?","?"
"Paint.NET","Yes","Yes","Yes","Partial","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No"
"PC Paintbrush","Yes","No","No","No","No","?","?","?","?","?","?","?","?","?","?"
"Photofinish","Yes","No","No","No","No","?","?","?","?","?","?","?","?","?","?"
"Photogenics","Yes","Yes","Yes","?","Yes","?","?","?","?","?","?","?","?","?","?"
"PhotoLine","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes"
"PhotoPerfect","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","?","Yes","?"
"Photo Raster","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","?"
"Picasa","No","No","Yes","No","Partial","Partial","Partial","No","No","Yes","Yes","Yes","Yes","No","Yes"
"PicMaster","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","?"
"PixBuilder Photo Editor","Yes","Yes","Yes","No","No","?","?","?","?","?","?","?","?","?","?"
"Pixel image editor","Yes","Yes","Yes","No","Yes","?","?","?","?","?","?","Yes","?","?","?"
"Pixelmator","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No"
"Pixia","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","?","?","Yes","?"
"Project Dogwaffle","?","Commercial version","Yes","Partial","No","Yes","Yes","?","?","?","Yes","Yes","?","Yes","?"
"QFX","Yes","Yes","Yes","Yes","?","?","?","?","?","?","?","?","?","Yes","?"
"RawTherapee","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes"
"Serif PhotoPlus","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","?"
"Side Effects Houdini","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","?","Yes","Yes","No","Yes","?"
"Tux Paint","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","?"
"TVPaint","Yes","Yes","Yes","Yes","No","Yes","Yes","?","?","?","?","Yes","?","Yes","?"
"TwistedBrush Pro Studio","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","?"
"Ulead PhotoImpact","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","?"
"Ultimate Paint","Yes","No","Yes","No","No","?","?","?","?","?","?","?","?","?","?"
"WinImages","Yes","Yes","?","Yes","?","?","?","?","?","?","?","?","?","?","?"
"Xara Photo & Graphic Designer","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Partial","Yes","Yes","Yes","Yes","Yes","Yes"
"XnView","No","Partial","Partial","Yes","No","No","Yes","Yes","?","?","Yes","Yes","Yes","Yes","No"
"XPaint","Yes","Partial","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Partial","Yes","No"
"Zoner Photo Studio","Yes","Partial","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","?"
"","Selection editing","Layers","Histogram","Scripting","HDR","Retouching","Image scaling","Noise removal","Lens correction","Sized Printing","Unsharp masking","Color correction","Image library","Plug-in support","Non-destructive editing"
"","sRGB","Adobe RGB","Indexed","Grayscale","CMYK","LAB","HSV"
"Ability Photopaint","Yes","?","Yes","Yes","Import only","",""
"ACD Canvas","Yes","?","Yes","Yes","Yes","",""
"Adobe Photoshop","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Adobe Photoshop Lightroom","Yes","Yes","?","Yes","Import only","?","?"
"Autodesk SketchBook Pro","Yes","?","Yes","No","No","",""
"ArtRage","Yes","?","No","No","No","",""
"Artweaver","Yes","?","?","?","?","",""
"Bibble","Yes","Yes","?","Yes","?","?","?"
"Brush Strokes Image Editor","Yes","?","?","?","?","",""
"Chasys Draw IES","Yes","No","Yes","Yes","Partial","No","Partial"
"CinePaint","Yes","Yes","No","Yes","Yes","Yes",""
"CodedColor PhotoStudio Pro","Yes","Yes","Yes","Yes","Yes","",""
"Corel Paint Shop Pro","Yes","Yes","Yes","Yes","Yes","Partial","Partial"
"Corel Painter","Yes","?","No","No","Yes","",""
"Corel Photo-Paint","Yes","Yes","Yes","Yes","Yes","Yes",""
"Cosmigo Pro Motion","Yes","?","Yes","Yes","No","",""
"darktable","Yes","Yes","?","?","?","Yes","?"
"Deluxe Paint","Yes","?","Yes","Yes","No","","Yes"
"Erdas Imagine","Yes","Yes","Yes","Yes","Yes","No","Yes"
"Fatpaint","Yes","No","Partial","Partial","Partial","No","Partial"
