"Cannot create an array where the component type is a generic realization (concrete parameterized type)","A generic realization is a 1st class citizen and can be used as any other class; also an array component"
"Cannot create an array where the component type is a type parameter","Type parameters represent actual, discrete classes and can be used like any other type within the generic definition."
"There is no class literal for a concrete realization of a generic type","A generic realization is an actual class."
"is not allowed with type parameters or concrete generic realizations","The  and  operators work the same for type parameters as for any other type."
"Cannot create new instances using a type parameter as the type","With a constructor constraint, generic methods or methods of generic classes can create instances of classes that have default constructors."
"Type information is erased during compilation. Special extensions to reflection must be used to discover the original type.","Type information about C# generic types is fully preserved at runtime, and allows complete reflection support as well as instantiation of generic types."
"Reflection cannot be used to construct new generic realizations. During compilation extra code (typecasts) are injected into the client code of generics. This precludes creating new realizations later.","Reflection can be used to create new realizations for new combinations of type parameters."
"Functional programming","Java","C#"
"Method references","Yes (As of Java 8)","Yes"
"Closures","All lambdas do not introduce a new level of scope. All referenced variables must be effectively final(As of Java 8)","Yes"
"Lambda expressions","Yes (As of Java 8)","Yes"
"Expression trees","No","Yes"
"Generic query language","No; but see 'Java 8 Stream' (Monad)","Yes"
"Tail recursion compiler optimizations","No","Only on x64"
"Runtime (dynamic) binding","Java","C#"
"Late-bound (dynamic) type","No","Yes"
"Runtime type information and manipulation","Java","C#"
"Runtime type information","Yes; but with type erasure","Yes"
"Runtime generics realization","No","Yes"
"Runtime type construction","No; third party tools exist","Yes"
"Statements","Java","C#"
"Loops","Yes","Yes"
"Conditionals","Yes","Yes"
"Flow control","Yes","Yes"
"Assignment","Yes","Yes"
"Exception control","Yes","Yes"
"Variable declaration","Yes","Yes"
"Variable type inference","No","Yes"
"Deterministic disposal (ARM-blocks)","Yes (starting with Java 7)","Yes"
"Expressions and operators","Java","C#"
"Arithmetic operators","Yes","Yes"
"Logical operators","Yes","Yes"
"Bitwise logic operators","Yes","Yes"
"Conditional","Yes","Yes"
"String concatenation","Yes","Yes"
"Casts","Yes","Yes"
"Boxing","Yes; implicit","Yes; implicit"
"Unboxing","Yes; implicit","Yes; explicit"
"Lifted operators","No","Yes"
"Overflow control","No","Yes"
"Strict floating point evaluation","Yes; opt-in/out","No"
"Verbatim (here-)strings","No","Yes"
"Exceptions","Java","C#"
"Checked exceptions","Yes","No"
"Try-catch-finally","Yes","Yes"
"Arrays and Collections","Java","C#"
"Abstract data type","Yes","Yes"
"One-dimensional, zero-based index arrays","Yes","Yes"
"Multidimensional arrays, rectangular (single array)","No","Yes"
"Multidimensional arrays, jagged (arrays of arrays)","Yes","Yes"
"Non-zero based arrays","No","Some"
"Unified arrays and collections","No","Yes"
"Maps/dictionaries","Yes","Yes"
"Sorted dictionaries","Yes","Yes"
"Sets","Yes","Yes"
"Sorted sets","Yes","Yes"
"Lists/vectors","Yes","Yes"
"Queues/stacks","Yes","Yes"
"Priority queue","Yes","No"
"Bags/multisets","Yes","Yes"
"Concurrency optimized collections","Yes","Yes"
"Java","C#"
"Arrays are implicitly direct specializations of . They are not unified with collection types.","Arrays in C# are implicit specializations of the  class that implements a number of collection interfaces."
"Arrays and collections are completely separate with no unification. Arrays cannot be passed where sequences or collections are expected","Arrays can be passed where sequences (s) or collections/list interfaces are expected. However, the collection operations that alter the number of elements (insert/add/remove) will throw exceptions as these operations are not supported by arrays."
"The  statement accepts either arrays or s. All collections implement . This means that the same short syntax can be used in for-loops.","The  statement iterates through a sequence using the  or interface. Because arrays always implicitly implement these interfaces, the loop will iterate through arrays as well."
"In both languages arrays are covariant. This means that a  array is assignable to variables of  because  is a specialization of (assignable to) . In both languages the arrays will perform a type check when inserting new values because type-safety would otherwise be compromised. This is in contrast to how generic collections have been implemented in both languages.","In both languages arrays are covariant. This means that a  array is assignable to variables of  because  is a specialization of (assignable to) . In both languages the arrays will perform a type check when inserting new values because type-safety would otherwise be compromised. This is in contrast to how generic collections have been implemented in both languages."
"No multidimensional arrays (rectangular arrays), but arrays of references to arrays (jagged array).","Multidimensional arrays (rectangular arrays), as well as arrays of references to arrays (jagged array)."
"Arrays cannot be resized (though use of the  method can allow for multi-step array resizing)","Arrays can be resized while preserving existing values using the  static array method."
"Implemented as a retrofit for the  library having extra features, like data structures like sets and linked sets, and has a number of algorithms to manipulate elements of a collection, like finding the largest element based on some Comparator object, finding the smallest element, finding sublists within a list, reverse the contents of a list, shuffle the contents of a list, create immutable versions of a collection, performs sorts, and make binary searches.","The C# collections framework consists of classes from the  and the  namespaces with a number of useful interfaces, abstract classes, and data structures. Net 3.5 added  namespace contains various extension methods for querying collections, such as , , , , ,  and many others. Queries using these methods are called LINQ queries."
"Java","C#"
"Metadata","Java","C#"
"Metadata annotations/attributes","Interface based; user-defined annotations can be created","Class based"
"Positional arguments","No; unless a single argument","Yes"
"Named arguments","Yes","Yes"
"Default values","At definition","Through initialization"
"Nested types","Yes","Yes"
"Specialization","No","Yes"
"Conditional metadata","No","Yes"
"Preprocessing, Compilation and Packaging","Java","C#"
"Namespaces","Packages","Namespaces"
"File contents","Restricted","Free"
"Packaging","Package","Assembly"
"Classes/assembly search path","ClassPath","Both compile-time and runtime"
"Conditional compilation","Yes","Yes"
"Custom errors/warnings","Yes; AnnotationProcessor","Yes"
"Explicit regions","No","Yes"
"Threading and Synchronization","Java","C#"
"Threads","Yes","Yes"
"Thread pool","Yes","Yes"
"Task-based parallelism","Partial","Yes"
"Semaphores","Yes","Yes"
"Monitors","Yes","Yes"
"Thread-local variables","Yes","Yes; ThreadStaticAttribute"
"Native interoperability","Java","C#"
"Cross-language interoperability","Yes (with Nashorn, CORBA, JNI or JNA)","Yes; C# was designed for it"
"External/native methods","Yes","Yes"
"Marshalling","External glue code required","Yes; metadata controlled"
"Pointer and arithmetics","No; but references exist","Yes"
"Native types","Yes","Yes"
"Fixed-size buffers","No","Yes"
"Explicit stack allocation","No","Yes"
"Address-of","No","Yes"
"Object pinning (fix variable to address)","No","Yes"
"Platform support","Java","C#"
"Linux","Yes","via Mono"
"Mac OS X","Yes","via Mono"
"Solaris","Yes","via Mono"
"FreeBSD","Yes","via Mono"
"AIX","Yes","Partial?"
"iOS","via RoboVM or Codename One","via Mono"
"Windows","Yes","Yes"
"Windows Mobile","Yes","Yes"
"Windows Phone","via Codename One","Yes"
"Android","via Dalvik, ART","via Mono"
"Feature phones","Yes","No"
"Symbian","Yes","Deprecated"
"Blackberry","Yes","via cross-compiler"
"keyword","feature, example usage"
",","In C#,  statement blocks or expressions can enable run-time checking for arithmetic overflow."
",","C# implements properties as part of the language syntax with their optional corresponding  and  accessors, as an alternative for the accessor method used in Java, which is not a language feature but a coding-pattern based on method name conventions."
"","C# supports the  keyword. This can occasionally be useful, for example for implementing finite state machine or for generated code, but the use of a more structured method of control flow is usually recommended (see criticism of the goto statement). Java does not support the  statement (but  is a reserved word). However, Java does support labeled  and  statements, which in certain situations can be used when a  statement might otherwise be used."
"","In C#, the  keyword is a shorthand for synchronizing access to a block of code across threads (using a ), wrapped in a  …  block."
",","C# has support for output and reference parameters. These allow returning multiple output values from a method, or passing values by reference."
"","Java uses  to guarantee the results of floating point operations remain the same across platforms."
"","In C#, the switch statement also operates on strings and longs. Fallthrough is allowed for empty statements and possible via 'goto case' for statements containing code. Java's switch statement does not operate on strings (before Java 7) nor  primitive type but falls through for all statements (excluding those with '')."
"","In Java, the  keyword is a shorthand for synchronizing access to a block of code across threads (using a ), wrapped in a  …  block."
"","Java requires every method to declare the checked exceptions or superclasses of the checked exceptions that it can throw. Any method can also optionally declare the unchecked exception that it throws. C# has no such syntax."
"","In C#,  causes the  method (implemented via the  interface) of the object declared to be executed after the code block has run or when an exception is thrown within the code block.In Java SE 7 a similar construct has been added called try-with-resources :"
"Java","C#"
"",""
"Notes on the Java implementation: Files.readAllBytes method reads a whole file into a byte array.
 Files.write method writes a byte array into an output file, indicated by a Path object.
 Files.write method also takes care of buffering and closing the output stream.
 An explicit option should be specified for the Files.write method whether it should overwrite or append to the output file.
 StandardOpenOption.CREATE indicates that the output file should be created or overwritten if exists.","Notes on the C# implementation: The  method returns an enumerable object which upon enumeration will read the file one line at a time.
 The  method takes an enumerable and retrieves a line at a time and writes it until the enumeration ends.
 The underlying reader will automatically allocate a buffer, thus there is no need to explicitly introduce a buffered stream.
  automatically closes the output stream, also in the case of an abnormal termination."
"Java","C#"
"",""
"Java","C#"
"",""
"Java","C#"
"",""
"Java","C#","/!\ This cell is not defined /!\"
"","","/!\ This cell is not defined /!\"
"","","/!\ This cell is not defined /!\"
"Notes for the Java implementation: Ruby accessors names are generated from the attribute name with a  suffix. When assigning values, Java developers must use the Ruby accessor method name.
 Dynamic objects from a foreign language are not first-class objects in that they must be manipulated through an API.","Notes for the C# implementation: Objects returned from properties or methods of  objects are themselves of  type. When type inference (the  keyword) is used, the variables calc and answer are inferred dynamic/late-bound.
 Dynamic, late-bounds objects are first-class citizens that can be manipulated using C# syntax even though they have been created by an external language.
 is a reserved word. The  prefix allows keywords to be used as identifiers.",""
"Java","C#"
"||","/!\ This cell is not defined /!\"
"",""
"Java","C#"
