"Rock The Post","Equity","Early stage tech-startups","USA",""
"SecondMarket","Equity, Debt","Late stage start-ups and privately held companies at a pre-IPO or pre-acquisition stage","USA",""
"SeedInvest","Equity","Early stage technology startups","USA","Currently serves only accredited investors"
"Seedrs","Equity","Seed-stage businesses, Investments from £10+","UK & Europe","First equity crowd funding platform to be approved by the FSA in the UK."
"Seedups","Equity","Early stage tech-startups","UK, Ireland, USA & Canada",""
"StartupValley","Equity","Technology start-ups and businesses","US",""
"Symbid","Equity, Rewards","Start ups and business ideas, entrepreneurs, small businesses, accelerators, incubators, crowd investors, angel investors","Netherlands","Responsible for one third of the Dutch crowdfunding market in 2012"
"TenPages.com","Revenue sharing","Books","Netherlands",""
"ThinCats","Loan","Small businesses","UK",""
"TrustLeaf","Debt","Small businesses","US","Friends and family crowdfunding"
"TubeStart","Equity","Video production","US",""
"Unbound","Perqs","Books","UK","Acts as both a crowdfunding platform and a publisher.  Launched Terry Jones' Evil Machines, the first book to be financed by crowd funding."
"Upstart","Debt","Loans for recent college graduates","USA",""
"Wahooly","Equity","","",""
"Wefunder","Equity","Startups","US",""
"Zopa","Debts","","UK",""
"Name","Frequency","Focus","Notes"
"Patreon","Every time new content is released","Musicians, Podcasts, Vloggers, Youtubers, Webcomics","Subscribing to a project allows to view and post on its content stream. Patreon allows to set a monthly maximum to avoid going over a set budget."
"Name","Method","Focus","Notes"
"Flattr","Flattr button display along the content","Content creators",""
"Unglue.it","Contributing to making books open access","Books","/!\ This cell is not defined /!\"
